Target.node	Source.node	Relationship	layer
P08047	P42229	stimulates>	tf-deg
O15392	P15884	stimulates>	tf-deg
P16070	P15884	stimulates>	tf-deg
O15392	Q9NQB0	stimulates>	tf-deg
Q01196	Q04726	inhibits>	tf-deg
P30279	Q9Y4A5	stimulates>	tf-deg
Q9BYZ8	Q99816	inhibits>	tf-deg
P47928	P22415	stimulates>	tf-deg
Q16665	Q15853	stimulates>	tf-deg
P02786	P40337	inhibits>	tf-deg
P42575	Q01831	inhibits>	tf-deg
Q16667	P67809	stimulates>	tf-deg
Q16665	P25490	stimulates>	tf-deg
P14735	P40763	stimulates>	tf-deg
P02786	P16220	stimulates>	tf-deg
Q9UMX3	P35222	inhibits>	tf-deg
P15924	P35222	inhibits>	tf-deg
P29323	P35222	stimulates>	tf-deg
Q16665	P35222	inhibits>	tf-deg
P13164	P35222	stimulates>	tf-deg
P61626	P35222	stimulates>	tf-deg
P14555	P35222	stimulates>	tf-deg
O95997	P35222	stimulates>	tf-deg
P0DJI8	P35222	stimulates>	tf-deg
P01009	P35222	stimulates>	tf-deg
P84103	P35222	stimulates>	tf-deg
P30305	Q02447	stimulates>	tf-deg
O95997	Q02447	stimulates>	tf-deg
P05451	Q02447	stimulates>	tf-deg
P09341	Q02447	inhibits>	tf-deg
P48163	Q12772	stimulates>	tf-deg
Q9BWD1	P36956	stimulates>	tf-deg
P48163	P36956	stimulates>	tf-deg
Q9BWD1	Q12778	inhibits>	tf-deg
P42575	Q12778	stimulates>	tf-deg
P14635	Q12778	inhibits>	tf-deg
Q9H5J4	Q12778	inhibits>	tf-deg
P48163	Q12778	inhibits>	tf-deg
P19876	P19838	stimulates>	tf-deg
P19875	Q01201	stimulates>	tf-deg
Q9UMX3	Q9NQB0	inhibits>	tf-deg
P16070	Q9NQB0	stimulates>	tf-deg
O95997	Q9NQB0	stimulates>	tf-deg
P84103	Q9NQB0	stimulates>	tf-deg
Q9H5J4	Q07869	stimulates>	tf-deg
P17900	P01106	inhibits>	tf-deg
Q9NVH2	P01106	inhibits>	tf-deg
P07195	P01106	stimulates>	tf-deg
P50579	P01106	stimulates>	tf-deg
Q16763	P01106	stimulates>	tf-deg
P01033	P84022	stimulates>	tf-deg
P15924	Q9UJU2	inhibits>	tf-deg
P29323	Q9UJU2	stimulates>	tf-deg
Q9UBM1	P25490	stimulates>	tf-deg
P15941	P42229	stimulates>	tf-deg
P15941	P51692	stimulates>	tf-deg
P25445	P14921	stimulates>	tf-deg
Q01196	P14921	stimulates>	tf-deg
P61626	P14921	stimulates>	tf-deg
Q01196	P15036	stimulates>	tf-deg
P31350	Q16254	inhibits>	tf-deg
O15392	P36402	stimulates>	tf-deg
P29323	P36402	stimulates>	tf-deg
P13164	P42224	stimulates>	tf-deg
Q01196	O60381	stimulates>	tf-deg
P02786	P27540	stimulates>	tf-deg
P30279	O14867	stimulates>	tf-deg
P16070	P46531	stimulates>	tf-deg
P36897	P37231	inhibits>	tf-deg
P13164	Q96ST3	stimulates>	tf-deg
Q01629	Q96ST3	stimulates>	tf-deg
Q01628	Q96ST3	stimulates>	tf-deg
P14735	Q9UBK2	stimulates>	tf-deg
Q92908	Q9UKN5	stimulates>	tf-deg
P14635	Q9BYM8	stimulates>	tf-deg
P35226	P41182	stimulates>	tf-deg
P35226	Q6W2J9	stimulates>	tf-deg
Q9Y6Q9	Q9BTC8	stimulates>	tf-deg
O14965	Q01130	stimulates>	tf-deg
P14866	Q01130	stimulates>	tf-deg
P31350	Q01130	stimulates>	tf-deg
P05156	P05412	stimulates>	tf-deg
Q9UPT9	P01106	stimulates>	tf-deg
P24468	P04150	stimulates>	tf-deg
P43354	P04150	inhibits>	tf-deg
P43354	Q9UPW6	inhibits>	tf-deg
P13995	Q16236	stimulates>	tf-deg
Q99081	P46531	stimulates>	tf-deg
Q9UPW6	Q15797	stimulates>	tf-deg
Q9UPW6	Q99717	stimulates>	tf-deg
P25445	Q9NP71	stimulates>	tf-deg
Q9H5J4	Q9NP71	stimulates>	tf-deg
Q969W9	P49910	inhibits>	tf-deg
Q96DH6	P31269	stimulates>	tf-deg
Q01196	Q14865	stimulates>	tf-deg
P09341	Q13330	stimulates>	tf-deg
P16070	Q9ULU4	inhibits>	tf-deg
P19876	Q04206	stimulates>	tf-deg
P09341	P11473	stimulates>	tf-deg
P18510	P01100	stimulates>	tf-deg
P18510	P05412	stimulates>	tf-deg
P18510	Q02078	stimulates>	tf-deg
P19875	Q04864	stimulates>	tf-deg
P18510	P15336	stimulates>	tf-deg
P09341	P84022	stimulates>	tf-deg
P09341	Q15796	stimulates>	tf-deg
P19876	P37231	stimulates>	tf-deg
P19875	P41182	stimulates>	tf-deg
P09341	Q6VUC0	stimulates>	tf-deg
P09341	Q00613	stimulates>	tf-deg
P19875	Q00613	stimulates>	tf-deg
P19876	P18848	stimulates>	tf-deg
P19876	P17861	stimulates>	tf-deg
P18510	Q07869	stimulates>	tf-deg
P19875	P17544	stimulates>	tf-deg
P19875	Q99612	stimulates>	tf-deg
P78381	P35869	stimulates>	tf-deg
P0DJI8	P35869	inhibits>	tf-deg
Q16665	P15336	stimulates>	tf-deg
P14555	P49715	stimulates>	tf-deg
P34810	P49715	stimulates>	tf-deg
P68366	P49715	stimulates>	tf-deg
P18510	P17676	stimulates>	tf-deg
P0DJI8	P16220	inhibits>	tf-deg
P14635	P16220	inhibits>	tf-deg
P09341	P39880	inhibits>	tf-deg
P09341	Q13948	inhibits>	tf-deg
Q14209	Q16254	stimulates>	tf-deg
P19875	P18146	stimulates>	tf-deg
Q86V86	P14921	stimulates>	tf-deg
P24468	P15036	stimulates>	tf-deg
Q86V86	Q9Y603	stimulates>	tf-deg
P43354	P55317	stimulates>	tf-deg
P36897	O75593	inhibits>	tf-deg
Q8TAS1	Q08050	stimulates>	tf-deg
P24468	Q12778	inhibits>	tf-deg
Q02218	P20823	inhibits>	tf-deg
P35226	P41134	stimulates>	tf-deg
O15392	P10914	inhibits>	tf-deg
P09341	Q14653	stimulates>	tf-deg
Q01196	Q92794	stimulates>	tf-deg
Q16665	Q03164	stimulates>	tf-deg
P08047	Q9UJU2	stimulates>	tf-deg
Q16665	O00470	stimulates>	tf-deg
Q16665	Q13330	stimulates>	tf-deg
P25445	P01106	stimulates>	tf-deg
P00374	P01106	stimulates>	tf-deg
P30305	P01106	stimulates>	tf-deg
Q8N183	P01106	stimulates>	tf-deg
Q13257	P01106	stimulates>	tf-deg
P14555	Q13469	stimulates>	tf-deg
P00374	P04150	stimulates>	tf-deg
P61626	P04150	stimulates>	tf-deg
P05451	P04150	stimulates>	tf-deg
P01033	P04150	stimulates>	tf-deg
P80188	P04150	stimulates>	tf-deg
P0DJI8	O00482	inhibits>	tf-deg
Q9NRD8	Q06710	inhibits>	tf-deg
P42575	Q07869	stimulates>	tf-deg
P36551	Q07869	stimulates>	tf-deg
Q13131	Q07869	stimulates>	tf-deg
P14635	Q07869	inhibits>	tf-deg
P25445	P37231	stimulates>	tf-deg
P16070	P37231	stimulates>	tf-deg
P08047	Q04864	inhibits>	tf-deg
Q13257	Q13127	stimulates>	tf-deg
Q16665	P19793	stimulates>	tf-deg
Q99102	Q15796	stimulates>	tf-deg
P01033	Q15796	inhibits>	tf-deg
O15392	Q15796	stimulates>	tf-deg
O15392	P84022	stimulates>	tf-deg
P78504	P84022	stimulates>	tf-deg
O15392	Q99717	inhibits>	tf-deg
Q969W9	O15105	inhibits>	tf-deg
Q92908	P08047	stimulates>	tf-deg
Q969W9	P08047	inhibits>	tf-deg
P02786	Q02447	stimulates>	tf-deg
O15392	P11831	stimulates>	tf-deg
P42575	P42224	stimulates>	tf-deg
P14555	P40763	stimulates>	tf-deg
Q06141	P40763	stimulates>	tf-deg
Q86V86	P40763	stimulates>	tf-deg
P20851	P40763	stimulates>	tf-deg
P80188	P40763	stimulates>	tf-deg
O95997	P42229	stimulates>	tf-deg
P02786	P20226	stimulates>	tf-deg
P84103	P15884	stimulates>	tf-deg
P0DJI8	Q12800	stimulates>	tf-deg
P08047	P19532	stimulates>	tf-deg
Q16665	P10828	stimulates>	tf-deg
P12544	P11473	stimulates>	tf-deg
Q06643	P16220	stimulates>	tf-deg
Q9H5J4	Q13133	stimulates>	tf-deg
P09341	P05412	stimulates>	tf-deg
Q06141	P05412	stimulates>	tf-deg
P36897	Q15796	stimulates>	tf-deg
P25445	Q03701	stimulates>	tf-deg
Q9NP59	Q07869	stimulates>	tf-deg
Q16881	O15516	stimulates>	tf-deg
P46937	Q9NQB0	stimulates>	tf-deg
P48163	Q15562	stimulates>	tf-deg
P47928	Q99592	inhibits>	tf-deg
B9A064	Q01196	stimulates>	tf-deg
P04083	P40763	stimulates>	tf-deg
Q9UPT9	P16220	stimulates>	tf-deg
O95997	P39880	inhibits>	tf-deg
O95997	Q13948	inhibits>	tf-deg
P36551	P25490	inhibits>	tf-deg
O95997	P25490	inhibits>	tf-deg
P19875	Q14469	inhibits>	tf-deg
P16070	P40424	stimulates>	tf-deg
Q03112	P48436	stimulates>	tf-deg
P35226	P48436	stimulates>	tf-deg
Q6UX06	Q06413	stimulates>	tf-deg
P16070	Q9UPW6	stimulates>	tf-deg
P18510	Q16236	stimulates>	tf-deg
P80188	P51692	stimulates>	tf-deg
Q01196	P10242	inhibits>	tf-deg
Q9H165	Q14839	inhibits>	tf-deg
Q6E0U4	P49711	stimulates>	tf-deg
O43684	Q16254	stimulates>	tf-deg
Q13257	Q16254	stimulates>	tf-deg
P46013	Q16254	stimulates>	tf-deg
P08047	Q16254	stimulates>	tf-deg
Q03060	P42224	stimulates>	tf-deg
Q7Z2W4	P42224	stimulates>	tf-deg
